"REF_DATE","GEO","DGUID","Air carrier levels","Balance sheet","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","38931065","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","39996053","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","10682087","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","22180511","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","451334","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","-1064988","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","24","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","5819771","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","-7119981","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","235222","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","2053037","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","631738","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","1667949","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","552850","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","29810","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","65104","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","2053037","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","1375168","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","510629","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","265868","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","507431","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","81285","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","9955","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","677869","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","73","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","449197","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","136721","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","91951","","","","0"
